named_requirement_id,taxonomy_id,family,category,canonical_name,matched_term,requirement_id,notice_id,opportunity_title,source_file,confidence
NREQ-000454,TAX-000092,compliance_clause,regulatory,OSHA,osha,REQ-000305,38811fa6a48a41e0979b84f46b44b030,Cape Canaveral National Cemetery Ornamental Grass Renovation and Irrigation National Shrine Project,38811fa6a48a41e0979b84f46b44b030_6.bin,0.7
NREQ-000455,TAX-000038,evaluation_factor,source_selection,Price,price,REQ-000324,38811fa6a48a41e0979b84f46b44b030,Cape Canaveral National Cemetery Ornamental Grass Renovation and Irrigation National Shrine Project,38811fa6a48a41e0979b84f46b44b030_10.bin,0.75
NREQ-000456,TAX-000038,evaluation_factor,source_selection,Price,price,REQ-000325,38811fa6a48a41e0979b84f46b44b030,Cape Canaveral National Cemetery Ornamental Grass Renovation and Irrigation National Shrine Project,38811fa6a48a41e0979b84f46b44b030_10.bin,0.75
NREQ-000457,TAX-000038,evaluation_factor,source_selection,Price,price,REQ-000326,38811fa6a48a41e0979b84f46b44b030,Cape Canaveral National Cemetery Ornamental Grass Renovation and Irrigation National Shrine Project,38811fa6a48a41e0979b84f46b44b030_10.bin,0.75
NREQ-000458,TAX-000056,contract_vehicle,procurement_vehicle,BPA,bpa,REQ-000329,38811fa6a48a41e0979b84f46b44b030,Cape Canaveral National Cemetery Ornamental Grass Renovation and Irrigation National Shrine Project,38811fa6a48a41e0979b84f46b44b030_13.bin,0.65
NREQ-000459,TAX-000043,evaluation_factor,source_selection,Compliance,compliance,REQ-000342,38811fa6a48a41e0979b84f46b44b030,Cape Canaveral National Cemetery Ornamental Grass Renovation and Irrigation National Shrine Project,38811fa6a48a41e0979b84f46b44b030_16.bin,0.7
NREQ-000460,TAX-000043,evaluation_factor,source_selection,Compliance,compliance,REQ-000346,38811fa6a48a41e0979b84f46b44b030,Cape Canaveral National Cemetery Ornamental Grass Renovation and Irrigation National Shrine Project,38811fa6a48a41e0979b84f46b44b030_16.bin,0.65
NREQ-000461,TAX-000087,compliance_clause,regulatory,FAR,far,REQ-000347,3164fcc003e84650b53a7bdb56485b05,"USAG DHR, Fort Bragg ID Card Services",3164fcc003e84650b53a7bdb56485b05_1.bin,0.75
NREQ-000462,TAX-000087,compliance_clause,regulatory,FAR,far,REQ-000348,3164fcc003e84650b53a7bdb56485b05,"USAG DHR, Fort Bragg ID Card Services",3164fcc003e84650b53a7bdb56485b05_1.bin,0.75
NREQ-000463,TAX-000044,evaluation_factor,source_selection,Best Value,best value,REQ-000349,3164fcc003e84650b53a7bdb56485b05,"USAG DHR, Fort Bragg ID Card Services",3164fcc003e84650b53a7bdb56485b05_1.bin,0.75
NREQ-000464,TAX-000085,procurement_method,acquisition_strategy,Best Value,best value,REQ-000349,3164fcc003e84650b53a7bdb56485b05,"USAG DHR, Fort Bragg ID Card Services",3164fcc003e84650b53a7bdb56485b05_1.bin,0.75
NREQ-000465,TAX-000087,compliance_clause,regulatory,FAR,far,REQ-000349,3164fcc003e84650b53a7bdb56485b05,"USAG DHR, Fort Bragg ID Card Services",3164fcc003e84650b53a7bdb56485b05_1.bin,0.75
NREQ-000466,TAX-000044,evaluation_factor,source_selection,Best Value,best value,REQ-000350,3164fcc003e84650b53a7bdb56485b05,"USAG DHR, Fort Bragg ID Card Services",3164fcc003e84650b53a7bdb56485b05_1.bin,0.75
NREQ-000467,TAX-000085,procurement_method,acquisition_strategy,Best Value,best value,REQ-000350,3164fcc003e84650b53a7bdb56485b05,"USAG DHR, Fort Bragg ID Card Services",3164fcc003e84650b53a7bdb56485b05_1.bin,0.75
NREQ-000468,TAX-000087,compliance_clause,regulatory,FAR,far,REQ-000350,3164fcc003e84650b53a7bdb56485b05,"USAG DHR, Fort Bragg ID Card Services",3164fcc003e84650b53a7bdb56485b05_1.bin,0.75
NREQ-000469,TAX-000038,evaluation_factor,source_selection,Price,price,REQ-000351,3164fcc003e84650b53a7bdb56485b05,"USAG DHR, Fort Bragg ID Card Services",3164fcc003e84650b53a7bdb56485b05_1.bin,0.75
NREQ-000470,TAX-000087,compliance_clause,regulatory,FAR,far,REQ-000351,3164fcc003e84650b53a7bdb56485b05,"USAG DHR, Fort Bragg ID Card Services",3164fcc003e84650b53a7bdb56485b05_1.bin,0.75
NREQ-000471,TAX-000038,evaluation_factor,source_selection,Price,price,REQ-000352,3164fcc003e84650b53a7bdb56485b05,"USAG DHR, Fort Bragg ID Card Services",3164fcc003e84650b53a7bdb56485b05_1.bin,0.75
NREQ-000472,TAX-000087,compliance_clause,regulatory,FAR,far,REQ-000352,3164fcc003e84650b53a7bdb56485b05,"USAG DHR, Fort Bragg ID Card Services",3164fcc003e84650b53a7bdb56485b05_1.bin,0.75
NREQ-000473,TAX-000087,compliance_clause,regulatory,FAR,far,REQ-000353,3164fcc003e84650b53a7bdb56485b05,"USAG DHR, Fort Bragg ID Card Services",3164fcc003e84650b53a7bdb56485b05_1.bin,0.65
NREQ-000474,TAX-000087,compliance_clause,regulatory,FAR,far,REQ-000354,3164fcc003e84650b53a7bdb56485b05,"USAG DHR, Fort Bragg ID Card Services",3164fcc003e84650b53a7bdb56485b05_1.bin,0.65
NREQ-000475,TAX-000087,compliance_clause,regulatory,FAR,far,REQ-000355,3164fcc003e84650b53a7bdb56485b05,"USAG DHR, Fort Bragg ID Card Services",3164fcc003e84650b53a7bdb56485b05_1.bin,0.7
NREQ-000476,TAX-000087,compliance_clause,regulatory,FAR,far,REQ-000356,3164fcc003e84650b53a7bdb56485b05,"USAG DHR, Fort Bragg ID Card Services",3164fcc003e84650b53a7bdb56485b05_1.bin,0.7
NREQ-000477,TAX-000087,compliance_clause,regulatory,FAR,far,REQ-000357,3164fcc003e84650b53a7bdb56485b05,"USAG DHR, Fort Bragg ID Card Services",3164fcc003e84650b53a7bdb56485b05_1.bin,0.65
NREQ-000478,TAX-000087,compliance_clause,regulatory,FAR,far,REQ-000358,3164fcc003e84650b53a7bdb56485b05,"USAG DHR, Fort Bragg ID Card Services",3164fcc003e84650b53a7bdb56485b05_1.bin,0.65
NREQ-000479,TAX-000087,compliance_clause,regulatory,FAR,far,REQ-000359,3164fcc003e84650b53a7bdb56485b05,"USAG DHR, Fort Bragg ID Card Services",3164fcc003e84650b53a7bdb56485b05_3.bin,0.65
NREQ-000480,TAX-000038,evaluation_factor,source_selection,Price,price,REQ-000360,3164fcc003e84650b53a7bdb56485b05,"USAG DHR, Fort Bragg ID Card Services",3164fcc003e84650b53a7bdb56485b05_3.bin,0.8
NREQ-000481,TAX-000087,compliance_clause,regulatory,FAR,far,REQ-000360,3164fcc003e84650b53a7bdb56485b05,"USAG DHR, Fort Bragg ID Card Services",3164fcc003e84650b53a7bdb56485b05_3.bin,0.8
NREQ-000482,TAX-000038,evaluation_factor,source_selection,Price,price,REQ-000361,3164fcc003e84650b53a7bdb56485b05,"USAG DHR, Fort Bragg ID Card Services",3164fcc003e84650b53a7bdb56485b05_3.bin,0.8
NREQ-000483,TAX-000087,compliance_clause,regulatory,FAR,far,REQ-000361,3164fcc003e84650b53a7bdb56485b05,"USAG DHR, Fort Bragg ID Card Services",3164fcc003e84650b53a7bdb56485b05_3.bin,0.8
NREQ-000484,TAX-000087,compliance_clause,regulatory,FAR,far,REQ-000362,3164fcc003e84650b53a7bdb56485b05,"USAG DHR, Fort Bragg ID Card Services",3164fcc003e84650b53a7bdb56485b05_3.bin,0.7
NREQ-000485,TAX-000087,compliance_clause,regulatory,FAR,far,REQ-000363,3164fcc003e84650b53a7bdb56485b05,"USAG DHR, Fort Bragg ID Card Services",3164fcc003e84650b53a7bdb56485b05_3.bin,0.7
NREQ-000486,TAX-000038,evaluation_factor,source_selection,Price,price,REQ-000364,3164fcc003e84650b53a7bdb56485b05,"USAG DHR, Fort Bragg ID Card Services",3164fcc003e84650b53a7bdb56485b05_3.bin,0.75
NREQ-000487,TAX-000087,compliance_clause,regulatory,FAR,far,REQ-000364,3164fcc003e84650b53a7bdb56485b05,"USAG DHR, Fort Bragg ID Card Services",3164fcc003e84650b53a7bdb56485b05_3.bin,0.75
NREQ-000488,TAX-000038,evaluation_factor,source_selection,Price,price,REQ-000365,3164fcc003e84650b53a7bdb56485b05,"USAG DHR, Fort Bragg ID Card Services",3164fcc003e84650b53a7bdb56485b05_3.bin,0.75
NREQ-000489,TAX-000087,compliance_clause,regulatory,FAR,far,REQ-000365,3164fcc003e84650b53a7bdb56485b05,"USAG DHR, Fort Bragg ID Card Services",3164fcc003e84650b53a7bdb56485b05_3.bin,0.75
NREQ-000490,TAX-000038,evaluation_factor,source_selection,Price,price,REQ-000366,3164fcc003e84650b53a7bdb56485b05,"USAG DHR, Fort Bragg ID Card Services",3164fcc003e84650b53a7bdb56485b05_3.bin,0.75
NREQ-000491,TAX-000087,compliance_clause,regulatory,FAR,far,REQ-000366,3164fcc003e84650b53a7bdb56485b05,"USAG DHR, Fort Bragg ID Card Services",3164fcc003e84650b53a7bdb56485b05_3.bin,0.75
NREQ-000492,TAX-000087,compliance_clause,regulatory,FAR,far,REQ-000367,3164fcc003e84650b53a7bdb56485b05,"USAG DHR, Fort Bragg ID Card Services",3164fcc003e84650b53a7bdb56485b05_3.bin,0.65
NREQ-000493,TAX-000087,compliance_clause,regulatory,FAR,far,REQ-000368,3164fcc003e84650b53a7bdb56485b05,"USAG DHR, Fort Bragg ID Card Services",3164fcc003e84650b53a7bdb56485b05_3.bin,0.65
NREQ-000494,TAX-000087,compliance_clause,regulatory,FAR,far,REQ-000369,3164fcc003e84650b53a7bdb56485b05,"USAG DHR, Fort Bragg ID Card Services",3164fcc003e84650b53a7bdb56485b05_3.bin,0.65
NREQ-000495,TAX-000087,compliance_clause,regulatory,FAR,far,REQ-000370,3164fcc003e84650b53a7bdb56485b05,"USAG DHR, Fort Bragg ID Card Services",3164fcc003e84650b53a7bdb56485b05_3.bin,0.7
NREQ-000496,TAX-000038,evaluation_factor,source_selection,Price,price,REQ-000390,09ce44adca35468fb46ab77206c9afb7,6515--NetApp,09ce44adca35468fb46ab77206c9afb7_1.bin,0.75
NREQ-000497,TAX-000038,evaluation_factor,source_selection,Price,price,REQ-000391,09ce44adca35468fb46ab77206c9afb7,6515--NetApp,09ce44adca35468fb46ab77206c9afb7_1.bin,0.75
NREQ-000498,TAX-000037,evaluation_factor,source_selection,Past Performance,past performance,REQ-000392,09ce44adca35468fb46ab77206c9afb7,6515--NetApp,09ce44adca35468fb46ab77206c9afb7_1.bin,0.75
NREQ-000499,TAX-000037,evaluation_factor,source_selection,Past Performance,past performance,REQ-000393,09ce44adca35468fb46ab77206c9afb7,6515--NetApp,09ce44adca35468fb46ab77206c9afb7_1.bin,0.75
NREQ-000500,TAX-000037,evaluation_factor,source_selection,Past Performance,past performance,REQ-000394,09ce44adca35468fb46ab77206c9afb7,6515--NetApp,09ce44adca35468fb46ab77206c9afb7_1.bin,0.75
NREQ-000501,TAX-000043,evaluation_factor,source_selection,Compliance,compliance,REQ-000397,09ce44adca35468fb46ab77206c9afb7,6515--NetApp,09ce44adca35468fb46ab77206c9afb7_1.bin,0.65
NREQ-000502,TAX-000038,evaluation_factor,source_selection,Price,price,REQ-000404,09ce44adca35468fb46ab77206c9afb7,6515--NetApp,09ce44adca35468fb46ab77206c9afb7_2.bin,0.8
NREQ-000503,TAX-000038,evaluation_factor,source_selection,Price,price,REQ-000405,09ce44adca35468fb46ab77206c9afb7,6515--NetApp,09ce44adca35468fb46ab77206c9afb7_2.bin,0.8
NREQ-000504,TAX-000038,evaluation_factor,source_selection,Price,price,REQ-000406,09ce44adca35468fb46ab77206c9afb7,6515--NetApp,09ce44adca35468fb46ab77206c9afb7_2.bin,0.8
NREQ-000505,TAX-000038,evaluation_factor,source_selection,Price,price,REQ-000407,09ce44adca35468fb46ab77206c9afb7,6515--NetApp,09ce44adca35468fb46ab77206c9afb7_2.bin,0.8
NREQ-000506,TAX-000038,evaluation_factor,source_selection,Price,price,REQ-000408,09ce44adca35468fb46ab77206c9afb7,6515--NetApp,09ce44adca35468fb46ab77206c9afb7_2.bin,0.8
NREQ-000507,TAX-000038,evaluation_factor,source_selection,Price,price,REQ-000409,09ce44adca35468fb46ab77206c9afb7,6515--NetApp,09ce44adca35468fb46ab77206c9afb7_2.bin,0.8
NREQ-000508,TAX-000038,evaluation_factor,source_selection,Price,price,REQ-000420,09ce44adca35468fb46ab77206c9afb7,6515--NetApp,09ce44adca35468fb46ab77206c9afb7_3.bin,0.75
NREQ-000509,TAX-000038,evaluation_factor,source_selection,Price,price,REQ-000421,09ce44adca35468fb46ab77206c9afb7,6515--NetApp,09ce44adca35468fb46ab77206c9afb7_3.bin,0.75
NREQ-000510,TAX-000037,evaluation_factor,source_selection,Past Performance,past performance,REQ-000422,09ce44adca35468fb46ab77206c9afb7,6515--NetApp,09ce44adca35468fb46ab77206c9afb7_3.bin,0.75
NREQ-000511,TAX-000037,evaluation_factor,source_selection,Past Performance,past performance,REQ-000423,09ce44adca35468fb46ab77206c9afb7,6515--NetApp,09ce44adca35468fb46ab77206c9afb7_3.bin,0.75
NREQ-000512,TAX-000037,evaluation_factor,source_selection,Past Performance,past performance,REQ-000424,09ce44adca35468fb46ab77206c9afb7,6515--NetApp,09ce44adca35468fb46ab77206c9afb7_3.bin,0.75
NREQ-000513,TAX-000043,evaluation_factor,source_selection,Compliance,compliance,REQ-000427,09ce44adca35468fb46ab77206c9afb7,6515--NetApp,09ce44adca35468fb46ab77206c9afb7_3.bin,0.65
NREQ-000514,TAX-000038,evaluation_factor,source_selection,Price,price,REQ-000438,09ce44adca35468fb46ab77206c9afb7,6515--NetApp,09ce44adca35468fb46ab77206c9afb7_4.bin,0.75
NREQ-000515,TAX-000038,evaluation_factor,source_selection,Price,price,REQ-000439,09ce44adca35468fb46ab77206c9afb7,6515--NetApp,09ce44adca35468fb46ab77206c9afb7_4.bin,0.75
NREQ-000516,TAX-000038,evaluation_factor,source_selection,Price,price,REQ-000440,09ce44adca35468fb46ab77206c9afb7,6515--NetApp,09ce44adca35468fb46ab77206c9afb7_4.bin,0.75
NREQ-000517,TAX-000038,evaluation_factor,source_selection,Price,price,REQ-000460,f33e54c1c9644aa8bb2eb283b82a85ad,31 CES n. 25 military gear lockers.,f33e54c1c9644aa8bb2eb283b82a85ad_2.bin,0.8
NREQ-000518,TAX-000038,evaluation_factor,source_selection,Price,price,REQ-000461,f33e54c1c9644aa8bb2eb283b82a85ad,31 CES n. 25 military gear lockers.,f33e54c1c9644aa8bb2eb283b82a85ad_2.bin,0.8
NREQ-000519,TAX-000037,evaluation_factor,source_selection,Past Performance,past performance,REQ-000462,f33e54c1c9644aa8bb2eb283b82a85ad,31 CES n. 25 military gear lockers.,f33e54c1c9644aa8bb2eb283b82a85ad_2.bin,0.75
NREQ-000520,TAX-000037,evaluation_factor,source_selection,Past Performance,past performance,REQ-000463,f33e54c1c9644aa8bb2eb283b82a85ad,31 CES n. 25 military gear lockers.,f33e54c1c9644aa8bb2eb283b82a85ad_2.bin,0.75
NREQ-000521,TAX-000037,evaluation_factor,source_selection,Past Performance,past performance,REQ-000464,f33e54c1c9644aa8bb2eb283b82a85ad,31 CES n. 25 military gear lockers.,f33e54c1c9644aa8bb2eb283b82a85ad_2.bin,0.75
NREQ-000522,TAX-000037,evaluation_factor,source_selection,Past Performance,past performance,REQ-000479,f33e54c1c9644aa8bb2eb283b82a85ad,31 CES n. 25 military gear lockers.,f33e54c1c9644aa8bb2eb283b82a85ad_3.bin,0.75
NREQ-000523,TAX-000037,evaluation_factor,source_selection,Past Performance,past performance,REQ-000480,f33e54c1c9644aa8bb2eb283b82a85ad,31 CES n. 25 military gear lockers.,f33e54c1c9644aa8bb2eb283b82a85ad_3.bin,0.75
NREQ-000524,TAX-000037,evaluation_factor,source_selection,Past Performance,past performance,REQ-000481,f33e54c1c9644aa8bb2eb283b82a85ad,31 CES n. 25 military gear lockers.,f33e54c1c9644aa8bb2eb283b82a85ad_3.bin,0.75
NREQ-000525,TAX-000038,evaluation_factor,source_selection,Price,price,REQ-000496,f29a122869e64fa19982e9655482f397,Hex Jam Nuts,f29a122869e64fa19982e9655482f397_2.bin,0.8
NREQ-000526,TAX-000038,evaluation_factor,source_selection,Price,price,REQ-000497,f29a122869e64fa19982e9655482f397,Hex Jam Nuts,f29a122869e64fa19982e9655482f397_2.bin,0.75
NREQ-000527,TAX-000038,evaluation_factor,source_selection,Price,price,REQ-000498,f29a122869e64fa19982e9655482f397,Hex Jam Nuts,f29a122869e64fa19982e9655482f397_2.bin,0.75
NREQ-000528,TAX-000038,evaluation_factor,source_selection,Price,price,REQ-000499,f29a122869e64fa19982e9655482f397,Hex Jam Nuts,f29a122869e64fa19982e9655482f397_2.bin,0.75
NREQ-000529,TAX-000038,evaluation_factor,source_selection,Price,price,REQ-000502,f29a122869e64fa19982e9655482f397,Hex Jam Nuts,f29a122869e64fa19982e9655482f397_2.bin,0.75
NREQ-000530,TAX-000038,evaluation_factor,source_selection,Price,price,REQ-000503,f29a122869e64fa19982e9655482f397,Hex Jam Nuts,f29a122869e64fa19982e9655482f397_2.bin,0.75
NREQ-000531,TAX-000038,evaluation_factor,source_selection,Price,price,REQ-000504,f29a122869e64fa19982e9655482f397,Hex Jam Nuts,f29a122869e64fa19982e9655482f397_2.bin,0.75
NREQ-000532,TAX-000043,evaluation_factor,source_selection,Compliance,compliance,REQ-000505,f29a122869e64fa19982e9655482f397,Hex Jam Nuts,f29a122869e64fa19982e9655482f397_2.bin,0.65
NREQ-000533,TAX-000089,compliance_clause,regulatory,Section 889,section 889,REQ-000507,f29a122869e64fa19982e9655482f397,Hex Jam Nuts,f29a122869e64fa19982e9655482f397_3.bin,0.85
NREQ-000534,TAX-000089,compliance_clause,regulatory,Section 889,section 889,REQ-000508,f29a122869e64fa19982e9655482f397,Hex Jam Nuts,f29a122869e64fa19982e9655482f397_3.bin,0.7
NREQ-000535,TAX-000089,compliance_clause,regulatory,Section 889,section 889,REQ-000509,f29a122869e64fa19982e9655482f397,Hex Jam Nuts,f29a122869e64fa19982e9655482f397_3.bin,0.85
NREQ-000536,TAX-000089,compliance_clause,regulatory,Section 889,section 889,REQ-000510,f29a122869e64fa19982e9655482f397,Hex Jam Nuts,f29a122869e64fa19982e9655482f397_3.bin,0.85
NREQ-000537,TAX-000089,compliance_clause,regulatory,Section 889,section 889,REQ-000511,f29a122869e64fa19982e9655482f397,Hex Jam Nuts,f29a122869e64fa19982e9655482f397_3.bin,0.65
NREQ-000538,TAX-000037,evaluation_factor,source_selection,Past Performance,past performance,REQ-000512,f29a122869e64fa19982e9655482f397,Hex Jam Nuts,f29a122869e64fa19982e9655482f397_3.bin,0.75
NREQ-000539,TAX-000089,compliance_clause,regulatory,Section 889,section 889,REQ-000512,f29a122869e64fa19982e9655482f397,Hex Jam Nuts,f29a122869e64fa19982e9655482f397_3.bin,0.75
NREQ-000540,TAX-000037,evaluation_factor,source_selection,Past Performance,past performance,REQ-000513,f29a122869e64fa19982e9655482f397,Hex Jam Nuts,f29a122869e64fa19982e9655482f397_3.bin,0.75
NREQ-000541,TAX-000089,compliance_clause,regulatory,Section 889,section 889,REQ-000513,f29a122869e64fa19982e9655482f397,Hex Jam Nuts,f29a122869e64fa19982e9655482f397_3.bin,0.75
NREQ-000542,TAX-000037,evaluation_factor,source_selection,Past Performance,past performance,REQ-000514,f29a122869e64fa19982e9655482f397,Hex Jam Nuts,f29a122869e64fa19982e9655482f397_3.bin,0.75
NREQ-000543,TAX-000089,compliance_clause,regulatory,Section 889,section 889,REQ-000514,f29a122869e64fa19982e9655482f397,Hex Jam Nuts,f29a122869e64fa19982e9655482f397_3.bin,0.75
NREQ-000544,TAX-000089,compliance_clause,regulatory,Section 889,section 889,REQ-000515,f29a122869e64fa19982e9655482f397,Hex Jam Nuts,f29a122869e64fa19982e9655482f397_3.bin,0.65
NREQ-000545,TAX-000089,compliance_clause,regulatory,Section 889,section 889,REQ-000516,f29a122869e64fa19982e9655482f397,Hex Jam Nuts,f29a122869e64fa19982e9655482f397_3.bin,0.65
NREQ-000546,TAX-000089,compliance_clause,regulatory,Section 889,section 889,REQ-000517,f29a122869e64fa19982e9655482f397,Hex Jam Nuts,f29a122869e64fa19982e9655482f397_3.bin,0.65
NREQ-000547,TAX-000089,compliance_clause,regulatory,Section 889,section 889,REQ-000518,f29a122869e64fa19982e9655482f397,Hex Jam Nuts,f29a122869e64fa19982e9655482f397_3.bin,0.65
NREQ-000548,TAX-000089,compliance_clause,regulatory,Section 889,section 889,REQ-000519,f29a122869e64fa19982e9655482f397,Hex Jam Nuts,f29a122869e64fa19982e9655482f397_3.bin,0.7
NREQ-000549,TAX-000056,contract_vehicle,procurement_vehicle,BPA,bpa,REQ-000526,dd067ed7e23d469dab6e5a622c30460b,Marketplace for Acquisition of Professional Services (MAPS),dd067ed7e23d469dab6e5a622c30460b_2.bin,0.7
